Group,N,Prevalence,Sensitivity,Specificity,PPV,NPV,Mean_Predicted_Risk
1.0,154,0.0,,0.9935064935064936,0.0,1.0,0.022385642
2.0,111,0.009009009009009009,0.0,1.0,,0.990990990990991,0.022460816
3.0,375,0.008,0.0,0.9946236559139785,0.0,0.9919571045576407,0.023514105
4.0,236,0.00847457627118644,0.0,1.0,,0.9915254237288136,0.015146892
5.0,222,0.0045045045045045045,0.0,1.0,,0.9954954954954955,0.009378193
